Group,The scientist's work sounds like fun,I enjoy science classes,I'm good at science,I want to be a scientist in the future,I'll probably go to do some college science course,The science classes I have in school will help me in the future,I generally understand what is taught in science classes,Learning new things will never change your intelligence,I can get smarter if I study hard,Only very good students will go to any science course in college,I'm good at science classes because I'm smart,I don't do well in science classes because I'm not smart,I want to be a scientist in the future,"For me, it's more important to learn new things in class than to get good grades in exams.",Understanding what is taught is more important than memorizing what is taught,Scientists often need to educate the general public on important issues,Scientists usually work in teams,Scientists usually engage well with the general public,Scientists get high salaries,Scientists are usually financially poor,It's hard to get a job as a scientist,Scientists are antisocial people,Scientists are tedious people
CTRL-AFTER,Totally agree,Totally agree,Partially agree,Totally disagree,Totally disagree,Totally agree,Partially agree,Totally disagree,Totally agree,Totally disagree,Partially disagree,Totally disagree,Totally agree,Partially agree,Partially disagree,Totally agree,Totally agree,Totally agree,Totally agree,Partially agree,Partially disagree,Totally disagree,Totally disagree
CTRL-AFTER,Totally agree,Totally agree,Totally agree,Totally agree,Neither agree nor disagree,Totally agree,Totally agree,Partially agree,Totally agree,Partially agree,Totally agree,Totally disagree,Totally disagree,Totally agree,Totally agree,Partially agree,Totally agree,Partially agree,Totally disagree,Totally disagree,Totally disagree,Partially disagree,Totally disagree
CTRL-AFTER,Totally agree,Partially agree,Neither agree nor disagree,Totally disagree,Partially agree,Partially agree,Partially agree,Totally disagree,Totally agree,Partially disagree,Partially agree,Neither agree nor disagree,Partially agree,Partially disagree,Partially disagree,Totally agree,Partially agree,Partially agree,Totally disagree,Totally disagree,Partially agree,Partially disagree,Partially disagree
CTRL-AFTER,Neither agree nor disagree,Totally disagree,,,Partially agree,Neither agree nor disagree,Partially disagree,Totally disagree,,,Totally disagree,Partially agree,Totally disagree,Totally agree,Totally agree,Partially agree,Totally agree,Neither agree nor disagree,Totally disagree,Totally disagree,Totally agree,Neither agree nor disagree,Neither agree nor disagree
CTRL-AFTER,Neither agree nor disagree,Totally agree,Neither agree nor disagree,Totally disagree,Totally agree,Neither agree nor disagree,Partially disagree,Totally agree,Partially agree,Totally agree,,Partially agree,,Totally agree,Totally agree,Totally agree,Partially agree,Totally disagree,Totally agree,Neither agree nor disagree,Totally agree,Partially agree,Neither agree nor disagree
CTRL-AFTER,Partially agree,Partially agree,Totally agree,Partially agree,Partially agree,Totally agree,Partially agree,Totally agree,Totally agree,Partially agree,Totally agree,Partially agree,Totally agree,Partially agree,Totally agree,Totally agree,Partially agree,Partially agree,Totally agree,Partially agree,,,
CTRL-AFTER,Partially agree,Partially agree,Totally disagree,Totally disagree,Partially disagree,Partially agree,Partially agree,Neither agree nor disagree,Totally agree,Partially agree,Partially agree,Partially disagree,Totally disagree,Neither agree nor disagree,Neither agree nor disagree,Partially agree,Partially agree,Partially agree,Neither agree nor disagree,Neither agree nor disagree,Partially disagree,Neither agree nor disagree,Neither agree nor disagree
CTRL-AFTER,Partially agree,Totally agree,Partially agree,Partially agree,Partially agree,,Neither agree nor disagree,Totally agree,Totally agree,Partially agree,Neither agree nor disagree,Totally disagree,Partially disagree,Partially agree,Partially agree,Partially agree,Totally agree,Partially agree,Totally disagree,Totally disagree,Partially disagree,Partially agree,Partially agree
CTRL-AFTER,Totally agree,Partially agree,Neither agree nor disagree,Totally disagree,Totally agree,Totally agree,Neither agree nor disagree,Totally disagree,Totally agree,Totally disagree,Neither agree nor disagree,Neither agree nor disagree,Partially agree,Totally agree,Totally agree,Partially agree,,Totally agree,Totally disagree,Partially agree,Totally agree,Totally disagree,Totally disagree
CTRL-AFTER,Totally agree,Neither agree nor disagree,Neither agree nor disagree,Partially disagree,Neither agree nor disagree,Totally agree,Partially agree,Totally agree,,Totally disagree,Neither agree nor disagree,Totally disagree,Partially disagree,Totally agree,Totally agree,Partially agree,Partially agree,Partially disagree,,Totally disagree,Partially disagree,Totally disagree,Neither agree nor disagree
CTRL-AFTER,Partially agree,Totally agree,Partially agree,,Partially agree,Partially disagree,Totally agree,Totally disagree,Totally agree,Partially agree,Partially agree,Totally disagree,Partially agree,,Totally agree,Totally agree,Totally agree,Totally agree,,Totally disagree,Totally disagree,Totally disagree,Totally disagree
CTRL-AFTER,Totally agree,Partially agree,Neither agree nor disagree,Partially disagree,Totally disagree,Partially disagree,Neither agree nor disagree,Partially agree,Totally agree,Partially agree,Neither agree nor disagree,Partially disagree,Totally disagree,,Partially agree,Totally disagree,Partially disagree,Neither agree nor disagree,Partially agree,Totally agree,Totally agree,Partially agree,Neither agree nor disagree
CTRL-AFTER,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Partially agree,Totally agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
CTRL-AFTER,Partially agree,Totally agree,Partially agree,Neither agree nor disagree,Partially agree,Neither agree nor disagree,Neither agree nor disagree,Partially agree,Neither agree nor disagree,Totally agree,Partially agree,Neither agree nor disagree,Neither agree nor disagree,Totally agree,Totally agree,Partially disagree,Neither agree nor disagree,Neither agree nor disagree,Partially agree,Totally agree,Neither agree nor disagree,Partially agree,Partially agree
CTRL-AFTER,Partially agree,Partially agree,Partially disagree,Partially disagree,Totally disagree,Partially agree,Partially agree,Totally agree,Totally disagree,Totally disagree,Partially disagree,Totally disagree,Totally disagree,Partially agree,Neither agree nor disagree,Partially disagree,Totally agree,Partially agree,Totally disagree,Totally disagree,Partially disagree,Totally disagree,Totally disagree
CTRL-AFTER,Neither agree nor disagree,Partially agree,Partially disagree,Totally agree,Neither agree nor disagree,Partially agree,Partially disagree,Totally disagree,Totally agree,Totally disagree,Partially agree,Partially disagree,Partially agree,Totally disagree,Partially agree,Neither agree nor disagree,Totally disagree,Partially agree,Partially disagree,Partially agree,Partially disagree,Partially agree,Totally disagree
CTRL-AFTER,Totally disagree,Partially agree,Partially disagree,Totally agree,Totally disagree,Totally agree,Partially agree,Totally disagree,Totally agree,Totally agree,Totally agree,Totally agree,Totally disagree,Neither agree nor disagree,Totally agree,Totally agree,Totally agree,Totally agree,Totally disagree,Totally disagree,Totally agree,Totally disagree,Neither agree nor disagree
CTRL-AFTER,Partially agree,Neither agree nor disagree,Partially disagree,Neither agree nor disagree,Neither agree nor disagree,Totally agree,Neither agree nor disagree,Partially agree,Partially agree,Partially agree,Neither agree nor disagree,Partially agree,Neither agree nor disagree,Partially agree,Totally agree,Partially agree,Partially agree,Totally agree,Totally disagree,Totally disagree,Totally agree,Totally disagree,Totally disagree
CTRL-AFTER,Partially agree,Totally agree,Totally agree,Partially disagree,Totally agree,Totally agree,Totally agree,Partially agree,Totally agree,Totally agree,Partially agree,Totally agree,Totally agree,,Totally agree,Totally agree,Totally agree,Neither agree nor disagree,Partially agree,Totally disagree,Totally agree,Totally agree,Totally agree
CTRL-AFTER,Partially agree,Partially agree,Partially disagree,Partially disagree,Partially agree,Totally agree,Totally agree,Partially disagree,Totally agree,Partially disagree,Partially disagree,Partially disagree,Partially agree,Partially disagree,Totally agree,Partially agree,Partially agree,Partially agree,Partially disagree,Totally disagree,Partially agree,Partially disagree,Partially agree
CTRL-AFTER,Totally agree,Totally agree,Totally agree,Partially agree,Totally agree,Totally agree,Partially agree,Partially disagree,Partially agree,Neither agree nor disagree,Partially agree,Neither agree nor disagree,Partially disagree,,Partially agree,Partially agree,Totally agree,Partially agree,Partially agree,Neither agree nor disagree,Totally agree,Partially disagree,Totally disagree
CTRL-AFTER,Partially agree,Totally agree,Totally agree,Totally agree,Totally disagree,Totally agree,Partially agree,Totally disagree,Totally agree,Partially agree,Totally agree,Neither agree nor disagree,Totally disagree,Neither agree nor disagree,Partially agree,Totally agree,Partially agree,Neither agree nor disagree,Totally disagree,Totally disagree,Totally agree,Neither agree nor disagree,Neither agree nor disagree
CTRL-AFTER,Totally agree,Partially agree,Partially disagree,,Partially disagree,Totally agree,Partially agree,Partially agree,Totally agree,Totally agree,Partially agree,Partially disagree,Totally disagree,Totally agree,Totally agree,Totally agree,Partially disagree,Neither agree nor disagree,Partially agree,Totally agree,Partially agree,Neither agree nor disagree,Partially disagree
CTRL-AFTER,Partially agree,Partially disagree,Partially agree,Totally agree,Totally disagree,Totally agree,Partially disagree,Partially disagree,Totally agree,Totally agree,Partially agree,Partially agree,Totally disagree,Totally agree,Totally agree,Totally agree,Partially agree,Partially agree,,Neither agree nor disagree,Partially agree,Totally agree,Partially agree
CTRL-AFTER,Partially agree,Totally disagree,Neither agree nor disagree,,Neither agree nor disagree,,Partially disagree,Totally disagree,Totally agree,,Totally disagree,Partially disagree,Totally disagree,Partially agree,Totally disagree,Totally disagree,Partially disagree,Totally disagree,Neither agree nor disagree,Totally disagree,Neither agree nor disagree,Totally disagree,Partially agree
CTRL-AFTER,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Partially agree,Neither agree nor disagree,Totally agree,Partially agree,Partially disagree,Totally agree,Totally disagree,Neither agree nor disagree,Neither agree nor disagree,Totally disagree,Neither agree nor disagree,Totally agree,Partially agree,Neither agree nor disagree,Partially agree,Totally disagree,Totally disagree,Partially agree,Partially agree,Neither agree nor disagree
CTRL-AFTER,Partially agree,Neither agree nor disagree,Partially disagree,Partially disagree,Partially agree,Totally agree,Partially disagree,Partially disagree,Totally agree,Totally agree,Totally disagree,Neither agree nor disagree,Partially agree,Totally disagree,Totally agree,Partially disagree,Totally agree,Totally agree,Neither agree nor disagree,Totally disagree,Partially agree,Totally disagree,Totally disagree
CTRL-AFTER,Totally agree,Partially agree,Neither agree nor disagree,Neither agree nor disagree,Totally disagree,Partially disagree,Neither agree nor disagree,Partially agree,Totally agree,Totally disagree,Partially disagree,Partially agree,Partially disagree,Partially disagree,Partially agree,Partially agree,Totally agree,Neither agree nor disagree,Partially disagree,Partially disagree,Partially agree,Partially agree,Neither agree nor disagree
CTRL-AFTER,Totally disagree,Totally agree,Partially disagree,Totally disagree,Totally agree,Totally agree,,,Totally agree,Totally disagree,Partially agree,Totally disagree,Partially disagree,Totally disagree,Partially disagree,Partially disagree,Totally agree,Totally agree,Totally disagree,Totally disagree,Totally disagree,Partially disagree,Neither agree nor disagree
CTRL-AFTER,Neither agree nor disagree,Partially agree,,Neither agree nor disagree,Partially agree,Totally agree,Totally agree,Neither agree nor disagree,Totally disagree,Totally disagree,Totally agree,Totally disagree,Totally disagree,Totally agree,Totally agree,Neither agree nor disagree,Partially agree,Partially agree,Totally agree,Totally disagree,Totally disagree,Neither agree nor disagree,Neither agree nor disagree
CTRL-AFTER,Totally disagree,Partially agree,Partially disagree,Totally disagree,Partially agree,Partially agree,Partially agree,Totally disagree,Totally agree,Partially agree,Partially disagree,Partially disagree,Totally disagree,Totally agree,Partially agree,Partially agree,Partially agree,Neither agree nor disagree,Totally disagree,Totally disagree,Neither agree nor disagree,Neither agree nor disagree,Partially agree
